ClassName;Faulty;CyclomaticComplexity;SourceLinesOfCode;CommentDensity;WeightedMethodsPerClass;DepthOfInheritance;NumberOfChildren;CouplingBetweenObjects;ResponseForAClass;LackOfCohesionOfMethods;LambdaScore;LambdaCount;SourceLinesOfLambda;LambdaUsed;LambdaFieldVariableUsageCount;LambdaFieldVariableUsed;LambdaLocalVariableUsageCount;LambdaLocalVariableUsed;UnterminatedCollections;LambdaSideEffectCount
DockerContainerDetectorForTelemetry;0;9;39;0;10;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0
ExternalTelemetryProperties;0;12;78;24;18;0;0;1;19;3;0;0;0;0;0;0;0;0;0;0
MacAddressGetter;0;17;139;0;22;0;0;1;32;13;0;1;1;0;0;0;0;0;0;0
BaseStorageService;0;3;25;43;7;0;1;7;8;10;0;0;0;0;0;0;0;0;0;0
FixedSizeQueue;0;2;28;0;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
FlushManager;0;2;22;43;2;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0
PersistenceChannel;0;3;50;44;5;0;0;4;13;3;0;0;0;0;0;0;0;0;0;0
PersistenceChannelDebugLog;0;2;21;0;4;0;0;3;11;3;0;0;0;0;0;0;0;0;0;0
PersistenceTransmitter;0;6;38;42;5;0;0;4;13;1;0;0;0;0;0;0;0;0;0;0
Sender;0;22;186;36;27;0;0;5;51;22;5;2;11;0;2;0;0;0;0;0
SnapshottingCollection;0;3;71;0;11;0;0;0;23;16;0;0;0;0;0;0;0;0;0;0
SnapshottingDictionary;0;2;54;0;6;1;0;0;17;8;0;0;0;0;0;0;0;0;0;0
StorageService;0;28;249;17;34;1;0;3;88;45;2;2;7;0;0;0;1;0;2;0
StorageTransmission;0;9;92;9;15;1;0;5;57;15;0;0;0;0;0;0;0;0;0;0
Sha256Hasher;0;2;23;11;4;0;0;4;12;3;0;0;0;0;0;0;0;0;0;0
Telemetry;0;17;148;2;21;0;0;4;41;28;1;2;3;0;0;0;0;0;0;0
TelemetryCommonProperties;0;2;75;31;4;0;0;3;26;1;1;1;1;0;1;0;0;0;0;0
TelemetryFilter;0;12;100;0;13;0;0;3;50;0;0;1;1;0;1;0;0;0;0;0
TopLevelCommandNameAndOptionToLog;0;10;37;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0
JsonElementExtension;0;8;57;1;10;0;0;1;19;3;0;0;0;0;0;0;0;0;0;0
ToolManifestCannotBeFoundException;0;1;10;0;0;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0
ToolManifestEditor;0;43;349;0;46;0;0;2;162;22;3;12;12;0;0;0;0;0;1;0
ToolManifestException;0;1;6;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ToolManifestFinder;0;18;165;1;24;0;0;3;58;3;4;6;7;0;5;0;1;0;2;0
LocalToolsResolverCache;0;10;179;0;18;0;0;3;70;12;9;10;18;0;5;0;1;0;2;0
LockFileMatcher;0;7;49;22;11;0;0;1;18;10;2;1;1;0;0;0;1;0;0;0
PackageLocation;0;1;15;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
ResolverCacheInconsistentException;0;1;6;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
RestoredCommand;0;1;19;0;1;0;0;11;4;0;0;0;0;0;0;0;0;0;0;0
